issue_count,TRANS.zipcode,TRANS.STATE
22,41051,KY
22,43050,OH
22,43138,OH
22,43140,OH
22,43203,OH
22,43528,OH
22,44113,OH
22,44202,OH
22,44240,OH
22,44314,OH
22,44483,OH
22,44647,OH
22,45103,OH
22,45248,OH
22,45432,OH
22,46203,IN
22,46221,IN
22,46544,IN
22,46804,IN
22,47025,IN
22,48036,MI
22,48134,MI
22,48451,MI
22,48855,MI
22,48864,MI
22,48906,MI
22,49001,MI
22,49048,MI
22,49428,MI
22,49505,MI
22,50036,IA
22,50325,IA
22,50401,IA
22,52240,IA
22,53185,WI
22,53703,WI
22,53718,WI
22,54476,WI
22,55025,MN
22,55038,MN
22,55092,MN
22,55317,MN
22,55405,MN
22,56301,MN
22,57108,SD
22,60203,IL
22,60523,IL
22,61109,IL
22,61554,IL
22,63126,MO
22,64116,MO
22,65109,MO
22,66044,KS
22,66049,KS
22,66102,KS
22,66216,KS
22,66604,KS
22,68521,NE
22,70116,LA
22,70454,LA
22,70605,LA
22,70812,LA
22,71129,LA
22,71201,LA
22,71303,LA
22,71334,LA
22,72015,AR
22,72301,AR
22,72703,AR
22,72756,AR
22,75215,TX
22,75220,TX
22,75494,TX
22,76058,TX
22,76501,TX
22,77055,TX
22,77091,TX
22,77365,TX
22,77385,TX
22,77515,TX
22,77531,TX
22,77550,TX
22,77590,TX
22,78237,TX
22,78724,TX
22,78736,TX
22,78754,TX
22,80215,CO
22,80513,CO
22,82009,WY
22,84720,UT
22,85012,AZ
22,87106,NM
22,87544,NM
22,90001,CA
22,90063,CA
22,92003,CA
22,92231,CA
22,92845,CA
22,93245,CA
22,93442,CA
22,93543,CA
22,93614,CA
22,93703,CA
22,94517,CA
22,94925,CA
22,95073,CA
22,95304,CA
22,95358,CA
22,95503,CA
22,95531,CA
22,95650,CA
22,95742,CA
22,95954,CA
22,96021,CA
22,97210,OR
22,97338,OR
22,98007,WA
22,98008,WA
22,98177,WA
22,98230,WA
22,98311,WA
22,98444,WA
22,98579,WA
22,99354,WA
21,01119,MA
21,01605,MA
21,02339,MA
21,02465,MA
21,02649,MA
21,02911,RI
21,06107,CT
21,06786,CT
21,07421,NJ
21,07512,NJ
21,08226,NJ
21,10006,NY
21,10707,NY
21,12144,NY
21,13045,NY
21,14219,NY
21,15101,PA
21,15147,PA
21,15209,PA
21,15218,PA
21,15220,PA
21,15401,PA
21,15701,PA
21,16335,PA
21,18064,PA
21,18210,PA
21,18436,PA
21,18944,PA
21,19001,PA
21,19122,PA
21,19350,PA
21,19522,PA
21,19970,DE
21,20754,MD
21,21219,MD
21,21842,MD
21,23607,VA
21,25302,WV
21,25419,WV
21,25425,WV
21,25801,WV
21,26554,WV
21,27025,NC
21,27214,NC
21,27288,NC
21,28164,NC
21,28204,NC
21,28312,NC
21,28352,NC
21,28467,NC
21,28681,NC
21,28739,NC
21,29078,SC
21,29405,SC
21,29410,SC
21,29627,SC
21,30116,GA
21,31220,GA
21,31768,GA
21,31906,GA
21,32220,FL
21,32254,FL
21,32401,FL
21,32533,FL
21,32539,FL
21,32641,FL
21,33872,FL
21,34113,FL
21,34240,FL
21,34241,FL
21,34266,FL
21,34446,FL
21,34479,FL
21,35801,AL
21,36401,AL
21,36801,AL
21,37069,TN
21,37148,TN
21,37406,TN
21,37777,TN
21,37813,TN
21,37865,TN
21,37931,TN
21,38801,MS
21,39532,MS
21,40165,KY
21,40324,KY
21,40502,KY
21,43512,OH
21,44236,OH
21,44485,OH
21,45005,OH
21,45039,OH
21,45697,OH
21,46151,IN
21,46222,IN
21,48114,MI
21,48314,MI
21,48867,MI
21,49017,MI
21,53012,WI
21,53022,WI
21,53206,WI
21,54601,WI
21,54911,WI
21,55346,MN
21,55371,MN
21,55391,MN
21,55401,MN
21,55409,MN
21,55427,MN
21,55430,MN
21,55435,MN
21,56007,MN
21,57401,SD
21,59701,MT
21,60033,IL
21,60118,IL
21,60171,IL
21,60455,IL
21,60604,IL
21,60901,IL
21,62220,IL
21,63105,MO
21,64029,MO
21,64093,MO
21,64801,MO
21,68130,NE
21,68154,NE
21,68516,NE
21,70006,LA
21,70403,LA
21,70508,LA
21,70601,LA
21,71854,AR
21,72032,AR
21,72762,AR
21,74037,OK
21,74106,OK
21,74114,OK
21,75116,TX
21,75160,TX
21,76155,TX
21,76643,TX
21,77039,TX
21,77340,TX
21,77568,TX
21,78132,TX
21,78248,TX
21,78621,TX
21,78653,TX
21,78751,TX
21,79118,TX
21,79935,TX
21,80528,CO
21,80620,CO
21,81005,CO
21,82604,WY
21,83001,WY
21,83221,ID
21,83634,ID
21,84102,UT
21,84321,UT
21,84780,UT
21,85033,AZ
21,86314,AZ
21,86406,AZ
21,87301,NM
21,87410,NM
21,89109,NV
21,90094,CA
21,90502,CA
21,90716,CA
21,91340,CA
21,92121,CA
21,92320,CA
21,93109,CA
21,93591,CA
21,93960,CA
21,95640,CA
21,95694,CA
21,96725,HI
21,97227,OR
21,97524,OR
20,01002,MA
20,01440,MA
20,02170,MA
20,02341,MA
20,02343,MA
20,02382,MA
20,02458,MA
20,02461,MA
20,02745,MA
20,02748,MA
20,02771,MA
20,02809,RI
20,04330,ME
20,06051,CT
20,06418,CT
20,06483,CT
20,06890,CT
20,07009,NJ
20,08035,NJ
20,08225,NJ
20,08628,NJ
20,10918,NY
20,12110,NY
20,12528,NY
20,13057,NY
20,13208,NY
20,13210,NY
20,14047,NY
20,14305,NY
20,14618,NY
20,15116,PA
20,15122,PA
20,15234,PA
20,16505,PA
20,16602,PA
20,17113,PA
20,17257,PA
20,17319,PA
20,17360,PA
20,18040,PA
20,18058,PA
20,18109,PA
20,18407,PA
20,19030,PA
20,19465,PA
20,19938,DE
20,20132,VA
20,20759,MD
20,20872,MD
20,22551,VA
20,23707,VA
20,24112,VA
20,24910,WV
20,25430,WV
20,26301,WV
20,27312,NC
20,27592,NC
20,27856,NC
20,28462,NC
20,28704,NC
20,28734,NC
20,29477,SC
20,30187,GA
20,30277,GA
20,31605,GA
20,31903,GA
20,32132,FL
20,32407,FL
20,32776,FL
20,33050,FL
20,33935,FL
20,33947,FL
20,33954,FL
20,34275,FL
20,34607,FL
20,34731,FL
20,35064,AL
20,36693,AL
20,36867,AL
20,37745,TN
20,38701,MS
20,40203,KY
20,40403,KY
20,40504,KY
20,42240,KY
20,42503,KY
20,43113,OH
20,44055,OH
20,44278,OH
20,44425,OH
20,44460,OH
20,44641,OH
20,45205,OH
20,45213,OH
20,45247,OH
20,45415,OH
20,45419,OH
20,45662,OH
20,46218,IN
20,46304,IN
20,46322,IN
20,47201,IN
20,48128,MI
20,48169,MI
20,48206,MI
20,48346,MI
20,48504,MI
20,48603,MI
20,48820,MI
20,48858,MI
20,49242,MI
20,49445,MI
20,49707,MI
20,50263,IA
20,51104,IA
20,52404,IA
20,52806,IA
20,53144,WI
20,53593,WI
20,54403,WI
20,54494,WI
20,54701,WI
20,55075,MN
20,55127,MN
20,55305,MN
20,55374,MN
20,55902,MN
20,56096,MN
20,58078,ND
20,59860,MT
20,60051,IL
20,60464,IL
20,62035,IL
20,63139,MO
20,64052,MO
20,64080,MO
20,65810,MO
20,66106,KS
20,66109,KS
20,68503,NE
20,70043,LA
20,70047,LA
20,70503,LA
20,73118,OK
20,74467,OK
20,75041,TX
20,75501,TX
20,75503,TX
20,76513,TX
20,76544,TX
20,76692,TX
20,76706,TX
20,76712,TX
20,76904,TX
20,77059,TX
20,77080,TX
20,77357,TX
20,77401,TX
20,77488,TX
20,77802,TX
20,78611,TX
20,78642,TX
20,78644,TX
20,78752,TX
20,79410,TX
20,79415,TX
20,83605,ID
20,83716,ID
20,83858,ID
20,84040,UT
20,84116,UT
20,84604,UT
20,84663,UT
20,85118,AZ
20,85120,AZ
20,85616,AZ
20,85658,AZ
20,86403,AZ
20,89403,NV
20,90071,CA
20,91708,CA
20,93301,CA
20,93305,CA
20,93402,CA
20,93449,CA
20,93560,CA
20,93706,CA
20,94710,CA
20,94920,CA
20,95066,CA
20,95133,CA
20,95446,CA
20,95451,CA
20,95673,CA
20,95817,CA
20,95832,CA
20,96766,HI
20,97439,OR
20,97739,OR
20,98022,WA
20,98294,WA
20,98506,WA
20,98674,WA
20,98801,WA
20,98942,WA
20,99163,WA
20,99202,WA
19,01301,MA
19,01776,MA
19,01904,MA
19,02025,MA
19,02093,MA
19,02364,MA
19,02882,RI
19,02903,RI
19,03234,NH
19,03281,NH
19,03901,ME
19,04105,ME
19,06385,CT
19,06443,CT
19,06517,CT
19,07034,NJ
19,07035,NJ
19,07446,NJ
19,07502,NJ
19,07605,NJ
19,07648,NJ
19,07661,NJ
19,07825,NJ
19,07922,NJ
19,07974,NJ
19,07981,NJ
19,08086,NJ
19,08105,NJ
19,08318,NJ
19,08406,NJ
19,08833,NJ
19,10536,NY
19,11109,NY
19,11961,NY
19,12019,NY
19,12054,NY
19,12566,NY
19,12570,NY
19,13104,NY
19,13357,NY
19,13413,NY
19,13421,NY
19,13662,NY
19,14052,NY
19,14210,NY
19,14222,NY
19,14301,NY
19,14424,NY
19,14610,NY
19,15009,PA
19,15033,PA
19,15084,PA
19,15126,PA
19,15666,PA
19,16046,PA
19,16510,PA
19,18508,PA
19,18976,PA
19,19032,PA
19,19079,PA
19,19363,PA
19,19425,PA
19,20712,MD
19,21205,MD
19,21769,MD
19,21797,MD
19,24401,VA
19,24540,VA
19,27282,NC
19,27701,NC
19,27893,NC
19,28001,NC
19,28779,NC
19,28791,NC
19,29020,SC
19,29033,SC
19,29061,SC
19,29418,SC
19,29440,SC
19,29506,SC
19,29902,SC
19,30021,GA
19,30103,GA
19,30165,GA
19,30901,GA
19,31024,GA
19,31792,GA
19,32024,FL
19,32202,FL
19,32444,FL
19,33473,FL
19,33513,FL
19,33548,FL
19,33920,FL
19,33966,FL
19,34210,FL
19,34465,FL
19,34488,FL
19,35206,AL
19,35212,AL
19,36092,AL
19,36111,AL
19,36832,AL
19,37216,TN
19,37379,TN
19,37849,TN
19,39042,MS
19,39466,MS
19,39531,MS
19,40342,KY
19,42141,KY
19,43056,OH
19,43078,OH
19,43205,OH
19,44001,OH
19,44301,OH
19,45067,OH
19,45133,OH
19,45320,OH
19,45805,OH
19,46142,IN
19,46805,IN
19,46825,IN
19,46902,IN
19,47172,IN
19,48026,MI
19,48051,MI
19,48342,MI
19,48473,MI
19,48811,MI
19,48813,MI
19,48912,MI
19,49002,MI
19,49456,MI
19,49509,MI
19,50312,IA
19,50320,IA
19,50613,IA
19,52302,IA
19,52405,IA
19,53017,WI
19,53110,WI
19,53189,WI
19,53913,WI
19,54017,WI
19,54220,WI
19,54301,WI
19,54467,WI
19,54904,WI
19,55126,MN
19,55425,MN
19,55811,MN
19,56001,MN
19,56303,MN
19,58554,ND
19,59801,MT
19,59802,MT
19,60070,IL
19,60097,IL
19,60143,IL
19,60155,IL
19,60661,IL
19,61073,IL
19,61822,IL
19,62034,IL
19,63074,MO
19,66208,KS
19,67207,KS
19,70501,LA
19,70754,LA
19,72653,AR
19,72701,AR
19,72802,AR
19,75042,TX
19,75119,TX
19,75460,TX
19,75904,TX
19,76550,TX
19,77026,TX
19,77302,TX
19,77303,TX
19,77384,TX
19,77901,TX
19,78133,TX
19,78204,TX
19,78541,TX
19,78612,TX
19,78657,TX
19,78726,TX
19,79705,TX
19,79903,TX
19,80863,CO
19,81008,CO
19,82801,WY
19,83402,ID
19,83843,ID
19,85003,AZ
19,85009,AZ
19,85017,AZ
19,85087,AZ
19,85387,AZ
19,85757,AZ
19,87002,NM
19,89179,NV
19,89441,NV
19,89512,NV
19,90402,CA
19,90670,CA
19,92007,CA
19,92251,CA
19,92352,CA
19,92832,CA
19,93210,CA
19,94559,CA
19,95119,CA
19,95351,CA
19,95380,CA
19,95490,CA
19,96022,CA
19,96130,CA
19,96161,CA
19,97459,OR
19,98148,WA
19,98221,WA
19,98901,WA
19,99501,AK
19,99567,AK
18,01007,MA
18,01027,MA
18,01464,MA
18,01501,MA
18,01510,MA
18,01519,MA
18,01520,MA
18,01907,MA
18,02129,MA
18,02189,MA
18,02356,MA
18,02460,MA
18,02482,MA
18,02571,MA
18,02601,MA
18,02632,MA
18,02767,MA
18,02896,RI
18,03052,NH
18,03743,NH
18,03841,NH
18,04101,ME
18,04901,ME
18,05201,VT
18,05602,VT
18,06238,CT
18,06351,CT
18,06478,CT
18,06706,CT
18,06795,CT
18,07073,NJ
18,07416,NJ
18,07522,NJ
18,07716,NJ
18,07764,NJ
18,07849,NJ
18,08071,NJ
18,08090,NJ
18,08203,NJ
18,08322,NJ
18,08736,NJ
18,08752,NJ
18,10504,NY
18,10980,NY
18,11023,NY
18,11565,NY
18,11751,NY
18,11790,NY
18,12118,NY
18,13078,NY
18,13203,NY
18,13219,NY
18,13903,NY
18,14559,NY
18,14608,NY
18,15425,PA
18,17015,PA
18,17025,PA
18,17033,PA
18,17225,PA
18,17702,PA
18,17921,PA
18,19311,PA
18,19943,DE
18,19975,DE
18,20755,MD
18,20833,MD
18,20903,MD
18,21032,MD
18,21047,MD
18,21050,MD
18,21054,MD
18,21783,MD
18,22560,VA
18,24121,VA
18,25413,WV
18,25526,WV
18,27260,NC
18,27262,NC
18,27403,NC
18,27542,NC
18,27577,NC
18,28036,NC
18,28139,NC
18,28428,NC
18,28501,NC
18,28557,NC
18,28594,NC
18,28658,NC
18,28715,NC
18,29053,SC
18,29403,SC
18,29569,SC
18,30546,GA
18,30705,GA
18,31047,GA
18,32433,FL
18,32541,FL
18,32680,FL
18,32736,FL
18,33714,FL
18,33765,FL
18,33815,FL
18,33860,FL
18,33973,FL
18,34484,FL
18,35043,AL
18,35071,AL
18,36067,AL
18,36360,AL
18,36542,AL
18,37355,TN
18,37404,TN
18,37804,TN
18,38024,TN
18,39272,MS
18,39817,GA
18,40004,KY
18,40059,KY
18,42211,KY
18,43160,OH
18,43605,OH
18,44046,OH
18,44054,OH
18,44114,OH
18,44127,OH
18,44223,OH
18,44438,OH
18,44471,OH
18,44514,OH
18,45068,OH
18,45229,OH
18,45249,OH
18,45255,OH
18,45410,OH
18,45505,OH
18,46011,IN
18,46131,IN
18,46356,IN
18,46637,IN
18,46706,IN
18,46806,IN
18,47374,IN
18,47630,IN
18,47725,IN
18,48017,MI
18,48176,MI
18,48184,MI
18,48204,MI
18,48423,MI
18,48708,MI
18,49010,MI
18,49341,MI
18,49441,MI
18,49457,MI
18,49735,MI
18,52241,IA
18,52501,IA
18,53090,WI
18,53901,WI
18,54302,WI
18,54449,WI
18,54455,WI
18,54729,WI
18,55008,MN
18,55033,MN
18,55345,MN
18,55362,MN
18,55912,MN
18,55987,MN
18,56425,MN
18,59405,MT
18,60140,IL
18,60484,IL
18,60501,IL
18,60545,IL
18,60633,IL
18,61821,IL
18,63025,MO
18,63144,MO
18,63901,MO
18,64014,MO
18,64112,MO
18,66226,KS
18,67401,KS
18,68106,NE
18,68502,NE
18,70002,LA
18,70447,LA
18,70739,LA
18,71202,LA
18,72202,AR
18,73127,OK
18,74115,OK
18,74135,OK
18,74432,OK
18,75212,TX
18,75497,TX
18,75604,TX
18,76102,TX
18,77005,TX
18,77031,TX
18,77093,TX
18,78221,TX
18,78255,TX
18,78550,TX
18,79601,TX
18,80305,CO
18,81403,CO
18,83401,ID
18,83501,ID
18,83607,ID
18,84029,UT
18,84057,UT
18,85004,AZ
18,87506,NM
18,88220,NM
18,89060,NV
18,89423,NV
18,89703,NV
18,89801,NV
18,91024,CA
18,92173,CA
18,92236,CA
18,92405,CA
18,93610,CA
18,95018,CA
18,95341,CA
18,95453,CA
18,95501,CA
18,95693,CA
18,95946,CA
18,96067,CA
18,96749,HI
18,96768,HI
18,97023,OR
18,97367,OR
18,97426,OR
18,97540,OR
18,97914,OR
18,98075,WA
18,98233,WA
18,98274,WA
18,98550,WA
18,98576,WA
18,98686,WA
18,99201,WA
18,99212,WA
17,01331,MA
17,01432,MA
17,01748,MA
17,01983,MA
17,02090,MA
17,02113,MA
17,02134,MA
17,02375,MA
17,02467,MA
17,02481,MA
17,02726,MA
17,03244,NH
17,03908,ME
17,04915,ME
17,05478,VT
17,06037,CT
17,06226,CT
17,06260,CT
17,06413,CT
17,06461,CT
17,06779,CT
17,07045,NJ
17,07676,NJ
17,07733,NJ
17,07739,NJ
17,07876,NJ
17,08045,NJ
17,08059,NJ
17,08066,NJ
17,08103,NJ
17,08251,NJ
17,08402,NJ
17,08805,NJ
17,10706,NY
17,10709,NY
17,10926,NY
17,10994,NY
17,11024,NY
17,11705,NY
17,11730,NY
17,11780,NY
17,11937,NY
17,11968,NY
17,12188,NY
17,12522,NY
17,12534,NY
17,13066,NY
17,13204,NY
17,13209,NY
17,14072,NY
17,14204,NY
17,14208,NY
17,15025,PA
17,15057,PA
17,15071,PA
17,16146,PA
17,17313,PA
17,18330,PA
17,18706,PA
17,19473,PA
17,20158,VA
17,20166,VA
17,21163,MD
17,21793,MD
17,22902,VA
17,23072,VA
17,23120,VA
17,23605,VA
17,25405,WV
17,28146,NC
17,28147,NC
17,28379,NC
17,28460,NC
17,29154,SC
17,29180,SC
17,29574,SC
17,29678,SC
17,30125,GA
17,30185,GA
17,30286,GA
17,30461,GA
17,30513,GA
17,30642,GA
17,30720,GA
17,31326,GA
17,31523,GA
17,31820,GA
17,32446,FL
17,32448,FL
17,32579,FL
17,32950,FL
17,32967,FL
17,33037,FL
17,33430,FL
17,33566,FL
17,33616,FL
17,33805,FL
17,33931,FL
17,34114,FL
17,34602,FL
17,35222,AL
17,35750,AL
17,35802,AL
17,36201,AL
17,36618,AL
17,37311,TN
17,37323,TN
17,37388,TN
17,37412,TN
17,37660,TN
17,38139,TN
17,38555,TN
17,40014,KY
17,40204,KY
17,40217,KY
17,42134,KY
17,43611,OH
17,43623,OH
17,43920,OH
17,44074,OH
17,44089,OH
17,44090,OH
17,44141,OH
17,44709,OH
17,44904,OH
17,45122,OH
17,45208,OH
17,45220,OH
17,45233,OH
17,45377,OH
17,45414,OH
17,45439,OH
17,45506,OH
17,45801,OH
17,47362,IN
17,47712,IN
17,48082,MI
17,48162,MI
17,48362,MI
17,48455,MI
17,49202,MI
17,50501,IA
17,53074,WI
17,53404,WI
17,53589,WI
17,54235,WI
17,54501,WI
17,55011,MN
17,57107,SD
17,57110,SD
17,57718,SD
17,58801,ND
17,59602,MT
17,60178,IL
17,60403,IL
17,60415,IL
17,60463,IL
17,61065,IL
17,61101,IL
17,61611,IL
17,61705,IL
17,61832,IL
17,62249,IL
17,62629,IL
17,62901,IL
17,63049,MO
17,64083,MO
17,64151,MO
17,65401,MO
17,65583,MO
17,66221,KS
17,66223,KS
17,66224,KS
17,66442,KS
17,67208,KS
17,67215,KS
17,67220,KS
17,68003,NE
17,68022,NE
17,68105,NE
17,68124,NE
17,70427,LA
17,70583,LA
17,70706,LA
17,70785,LA
17,71105,LA
17,71301,LA
17,72364,AR
17,72764,AR
17,73115,OK
17,73122,OK
17,73703,OK
17,74074,OK
17,74145,OK
17,74464,OK
17,74955,OK
17,75237,TX
17,75707,TX
17,76110,TX
17,76240,TX
17,76504,TX
17,76574,TX
17,76901,TX
17,77023,TX
17,77028,TX
17,77029,TX
17,77081,TX
17,77094,TX
17,77351,TX
17,77520,TX
17,77530,TX
17,77565,TX
17,77707,TX
17,78542,TX
17,78589,TX
17,79904,TX
17,80018,CO
17,80030,CO
17,80465,CO
17,81147,CO
17,82007,WY
17,83647,ID
17,83864,ID
17,84005,UT
17,84093,UT
17,84401,UT
17,85367,AZ
17,85546,AZ
17,86323,AZ
17,86351,AZ
17,87015,NM
17,87113,NM
17,89406,NV
17,91746,CA
17,92210,CA
17,93015,CA
17,93428,CA
17,93546,CA
17,94089,CA
17,94709,CA
17,94904,CA
17,95006,CA
17,95065,CA
17,95620,CA
17,97317,OR
17,97479,OR
17,97537,OR
17,97754,OR
17,97801,OR
17,98019,WA
17,98045,WA
17,98136,WA
17,98360,WA
17,99515,AK
16,01028,MA
16,01463,MA
16,01473,MA
16,01749,MA
16,01775,MA
16,01862,MA
16,01952,MA
16,02215,MA
16,02494,MA
16,02532,MA
16,02563,MA
16,02648,MA
16,04090,ME
16,04096,ME
16,05301,VT
16,05408,VT
16,06029,CT
16,06076,CT
16,06084,CT
16,06234,CT
16,06239,CT
16,06355,CT
16,06479,CT
16,06762,CT
16,06883,CT
16,07004,NJ
16,07063,NJ
16,07064,NJ
16,07417,NJ
16,07632,NJ
16,07642,NJ
16,07727,NJ
16,07821,NJ
16,07828,NJ
16,07850,NJ
16,07924,NJ
16,08051,NJ
16,08078,NJ
16,08801,NJ
16,08850,NJ
16,08869,NJ
16,08889,NJ
16,10576,NY
16,10941,NY
16,11363,NY
16,11514,NY
16,11732,NY
16,12210,NY
16,12466,NY
16,12538,NY
16,12569,NY
16,13501,NY
16,14201,NY
16,14420,NY
16,14613,NY
16,15143,PA
16,15201,PA
16,15801,PA
16,16365,PA
16,16648,PA
16,16801,PA
16,17102,PA
16,17745,PA
16,17821,PA
16,18013,PA
16,18055,PA
16,18080,PA
16,18334,PA
16,18346,PA
16,18977,PA
16,19081,PA
16,19095,PA
16,19365,PA
16,19609,PA
16,19956,DE
16,20619,MD
16,20623,MD
16,20650,MD
16,20678,MD
16,21048,MD
16,21131,MD
16,21226,MD
16,21617,MD
16,21782,MD
16,22305,VA
16,23664,VA
16,24151,VA
16,25177,WV
16,25401,WV
16,27358,NC
16,28574,NC
16,28613,NC
16,29585,SC
16,29601,SC
16,29646,SC
16,30313,GA
16,30507,GA
16,30540,GA
16,30554,GA
16,30635,GA
16,31069,GA
16,32081,FL
16,32091,FL
16,32177,FL
16,32534,FL
16,32561,FL
16,33042,FL
16,33477,FL
16,33527,FL
16,33812,FL
16,34103,FL
16,34211,FL
16,34432,FL
16,34448,FL
16,34604,FL
16,34614,FL
16,34987,FL
16,34996,FL
16,35055,AL
16,35094,AL
16,35160,AL
16,35217,AL
16,35640,AL
16,35763,AL
16,36106,AL
16,36535,AL
16,37716,TN
16,37725,TN
16,37771,TN
16,37821,TN
16,38930,MS
16,38967,MS
16,39204,MS
16,39759,MS
16,40211,KY
16,40212,KY
16,40741,KY
16,43064,OH
16,43338,OH
16,43410,OH
16,43558,OH
16,43609,OH
16,44030,OH
16,44255,OH
16,44601,OH
16,44622,OH
16,44718,OH
16,45206,OH
16,45344,OH
16,45502,OH
16,45504,OH
16,45701,OH
16,46012,IN
16,46055,IN
16,46231,IN
16,46303,IN
16,46311,IN
16,46407,IN
16,46516,IN
16,46815,IN
16,46952,IN
16,47303,IN
16,48144,MI
16,48230,MI
16,48359,MI
16,48420,MI
16,48442,MI
16,48532,MI
16,48601,MI
16,48848,MI
16,49080,MI
16,49321,MI
16,49331,MI
16,49534,MI
16,50125,IA
16,50131,IA
16,50313,IA
16,53027,WI
16,53089,WI
16,53121,WI
16,53546,WI
16,54130,WI
16,54880,WI
16,54952,WI
16,55060,MN
16,55077,MN
16,55115,MN
16,55387,MN
16,55413,MN
16,55446,MN
16,56304,MN
16,57201,SD
16,59808,MT
16,60191,IL
16,60432,IL
16,60439,IL
16,60447,IL
16,60602,IL
16,61801,IL
16,61853,IL
16,62526,IL
16,62896,IL
16,63012,MO
16,64057,MO
16,64063,MO
16,64128,MO
16,64501,MO
16,64804,MO
16,65536,MO
16,66046,KS
16,66204,KS
16,66205,KS
16,66214,KS
16,67037,KS
16,67501,KS
16,68136,NE
16,68147,NE
16,70125,LA
16,70452,LA
16,71104,LA
16,71109,LA
16,71119,LA
16,71901,AR
16,72143,AR
16,73064,OK
16,73069,OK
16,73501,OK
16,74021,OK
16,74134,OK
16,76060,TX
16,76085,TX
16,76308,TX
16,76541,TX
16,77441,TX
16,77551,TX
16,78224,TX
16,78242,TX
16,78256,TX
16,78520,TX
16,78574,TX
16,78735,TX
16,79336,TX
16,79363,TX
16,79706,TX
16,79764,TX
16,79907,TX
16,80433,CO
16,80534,CO
16,81501,CO
16,83617,ID
16,84105,UT
16,84111,UT
16,84601,UT
16,85007,AZ
16,85119,AZ
16,85650,AZ
16,86404,AZ
16,88203,NM
16,89451,NV
16,90623,CA
16,92036,CA
16,92313,CA
16,92411,CA
16,93510,CA
16,93638,CA
16,93654,CA
16,93927,CA
16,94041,CA
16,95033,CA
16,95467,CA
16,96826,HI
16,97058,OR
16,97103,OR
16,97333,OR
16,97352,OR
16,97381,OR
16,97408,OR
16,97415,OR
16,97760,OR
16,98248,WA
16,98359,WA
16,98368,WA
16,98446,WA
16,98802,WA
16,98837,WA
16,99516,AK
16,99645,AK
16,99709,AK
15,01013,MA
15,01075,MA
15,01247,MA
15,01527,MA
15,01550,MA
15,01742,MA
15,01940,MA
15,01966,MA
15,02019,MA
15,02109,MA
15,02332,MA
15,02338,MA
15,02420,MA
15,02724,MA
15,02813,RI
15,03070,NH
15,04092,ME
15,04530,ME
15,06114,CT
15,06241,CT
15,06370,CT
15,07057,NJ
15,07401,NJ
15,07438,NJ
15,07463,NJ
15,07717,NJ
15,07750,NJ
15,07830,NJ
15,07930,NJ
15,08029,NJ
15,08065,NJ
15,08069,NJ
15,08070,NJ
15,08084,NJ
15,08089,NJ
15,08312,NJ
15,08344,NJ
15,08501,NJ
15,08533,NJ
15,08551,NJ
15,08758,NJ
15,08884,NJ
15,10590,NY
15,10604,NY
15,10963,NY
15,10992,NY
15,11576,NY
15,11596,NY
15,12202,NY
15,12211,NY
15,12865,NY
15,13069,NY
15,13212,NY
15,13323,NY
15,13820,NY
15,14020,NY
15,14085,NY
15,14502,NY
15,14526,NY
15,14760,NY
15,15145,PA
15,15205,PA
15,15232,PA
15,15905,PA
15,15906,PA
15,16803,PA
15,17078,PA
15,17362,PA
15,17545,PA
15,17566,PA
15,18202,PA
15,18235,PA
15,18510,PA
15,19076,PA
15,21017,MD
15,22567,VA
15,23015,VA
15,23093,VA
15,23192,VA
15,23507,VA
15,24201,VA
15,24523,VA
15,24572,VA
15,25403,WV
15,27006,NC
15,27021,NC
15,27950,NC
15,28150,NC
15,28516,NC
15,28584,NC
15,28712,NC
15,29341,SC
15,29369,SC
15,29568,SC
15,29624,SC
15,29706,SC
15,30363,GA
15,30577,GA
15,30662,GA
15,30824,GA
15,31030,GA
15,31052,GA
15,31064,GA
15,31501,GA
15,31520,GA
15,32112,FL
15,32550,FL
15,32820,FL
15,33521,FL
15,33715,FL
15,34242,FL
15,34434,FL
15,34436,FL
15,35023,AL
15,35111,AL
15,35630,AL
15,35824,AL
15,36507,AL
15,36582,AL
15,36854,AL
15,37055,TN
15,37135,TN
15,37341,TN
15,37617,TN
15,37643,TN
15,37871,TN
15,37874,TN
15,38375,TN
15,38464,TN
15,38614,MS
15,39073,MS
15,39120,MS
15,39209,MS
15,39301,MS
15,40353,KY
15,41071,KY
15,41094,KY
15,45050,OH
15,45056,OH
15,45305,OH
15,45434,OH
15,45895,OH
15,46013,IN
15,46052,IN
15,46403,IN
15,46517,IN
15,47129,IN
15,47421,IN
15,47933,IN
15,48166,MI
15,48217,MI
15,48374,MI
15,48458,MI
15,48461,MI
15,48529,MI
15,48602,MI
15,48895,MI
15,49004,MI
15,49014,MI
15,49097,MI
15,49285,MI
15,49684,MI
15,49855,MI
15,50316,IA
15,51106,IA
15,52761,IA
15,52804,IA
15,53094,WI
15,53122,WI
15,54241,WI
15,55021,MN
15,55364,MN
15,55436,MN
15,55904,MN
15,58201,ND
15,59828,MT
15,60021,IL
15,60163,IL
15,60401,IL
15,60449,IL
15,60457,IL
15,60603,IL
15,61021,IL
15,61104,IL
15,61354,IL
15,61401,IL
15,62650,IL
15,62966,IL
15,63113,MO
15,63124,MO
15,63131,MO
15,64050,MO
15,64127,MO
15,66086,KS
15,66207,KS
15,66503,KS
15,67218,KS
15,67226,KS
15,68028,NE
15,68131,NE
